temp,temp
1760,2011-06-08
1761,75.0
1762,2011-06-09
1763,76.0
1764,2011-06-10
1765,77.0
1766,2011-06-11
1767,76.0
1768,2011-06-12
1769,75.0
1770,2011-06-13
1771,76.0
1772,2011-06-14
1773,76.0
1774,2011-06-15
1775,76.0
1776,2011-06-16
1777,75.0
1778,2011-06-17
1779,76.0
1780,2011-06-18
1781,76.0
1782,2011-06-19
1783,79.0
1784,2011-06-20
1785,74.0
1786,2011-06-21
1787,73.0
1788,2011-06-22
1789,75.0
1790,2011-06-23
1791,74.0
1792,2011-06-24
1793,75.0
1794,2011-06-25
1795,76.0
1796,2011-06-26
1797,72.0
1798,2011-06-27
1799,74.0
1800,2011-06-28
1801,74.0
1802,2011-06-29
1803,75.0
1804,2011-06-30
1805,75.0
1806,2012-06-01
1807,74.0
1808,2012-06-02
1809,75.0
1810,2012-06-03
1811,77.0
1812,2012-06-04
1813,75.0
1814,2012-06-05
1815,74.0
1816,2012-06-06
1817,75.0
1818,2012-06-07
1819,74.0
1820,2012-06-08
1821,75.0
1822,2012-06-09
1823,73.0
1824,2012-06-10
1825,75.0
1826,2012-06-11
1827,76.0
1828,2012-06-12
1829,76.0
1830,2012-06-13
1831,76.0
1832,2012-06-14
1833,79.0
1834,2012-06-15
1835,74.0
1836,2012-06-16
1837,78.0
1838,2012-06-17
1839,80.0
1840,2012-06-18
1841,75.0
1842,2012-06-19
1843,72.0
1844,2012-06-20
1845,72.0
1846,2012-06-21
1847,74.0
1848,2012-06-22
1849,78.0
1850,2012-06-23
1851,76.0
1852,2012-06-24
1853,77.0
1854,2012-06-25
1855,72.0
1856,2012-06-26
1857,72.0
1858,2012-06-27
1859,73.0
1860,2012-06-28
1861,75.0
1862,2012-06-29
1863,79.0
1864,2012-06-30
1865,81.0
1866,2013-06-01
1867,76.0
1868,2013-06-02
1869,76.0
1870,2013-06-03
1871,77.0
1872,2013-06-04
1873,78.0
1874,2013-06-05
1875,79.0
1876,2013-06-06
1877,79.0
1878,2013-06-07
1879,75.0
1880,2013-06-08
1881,79.0
1882,2013-06-09
1883,79.0
1884,2013-06-10
1885,75.0
1886,2013-06-11
1887,77.0
1888,2013-06-12
1889,81.0
1890,2013-06-13
1891,76.0
1892,2013-06-14
1893,75.0
1894,2013-06-15
1895,78.0
1896,2013-06-16
1897,81.0
1898,2013-06-17
1899,76.0
1900,2013-06-18
1901,76.0
1902,2013-06-19
1903,76.0
1904,2013-06-20
1905,72.0
1906,2013-06-21
1907,73.0
1908,2013-06-22
1909,74.0
1910,2013-06-23
1911,74.0
1912,2013-06-24
1913,75.0
1914,2013-06-25
1915,73.0
1916,2013-06-26
1917,73.0
1918,2013-06-27
1919,76.0
1920,2013-06-29
1921,73.0
1922,2013-06-30
1923,79.0
1924,2014-06-01
1925,78.0
1926,2014-06-02
1927,76.0
1928,2014-06-04
1929,76.0
1930,2014-06-05
1931,76.0
1932,2014-06-06
1933,77.0
1934,2014-06-07
1935,79.0
1936,2014-06-08
1937,80.0
1938,2014-06-09
1939,78.0
1940,2014-06-10
1941,76.0
1942,2014-06-11
1943,78.0
1944,2014-06-12
1945,78.0
1946,2014-06-13
1947,77.0
1948,2014-06-14
1949,79.0
1950,2014-06-15
1951,79.0
1952,2014-06-16
1953,75.0
1954,2014-06-18
1955,76.0
1956,2014-06-19
1957,77.0
1958,2014-06-20
1959,74.0
1960,2014-06-21
1961,77.0
1962,2014-06-22
1963,76.0
1964,2014-06-23
1965,76.0
1966,2014-06-24
1967,75.0
1968,2014-06-25
1969,74.0
1970,2014-06-26
1971,79.0
1972,2014-06-28
1973,76.0
1974,2014-06-29
1975,74.0
1976,2014-06-30
1977,76.0
1978,2015-06-01
1979,77.0
1980,2015-06-02
1981,78.0
1982,2015-06-03
1983,77.0
1984,2015-06-04
1985,75.0
1986,2015-06-05
1987,75.0
1988,2015-06-06
1989,80.0
1990,2015-06-07
1991,77.0
1992,2015-06-08
1993,77.0
1994,2015-06-09
1995,77.0
1996,2015-06-10
1997,80.0
1998,2015-06-11
1999,76.0
2000,2015-06-12
2001,78.0
2002,2015-06-13
2003,77.0
2004,2015-06-14
2005,79.0
2006,2015-06-15
2007,79.0
2008,2015-06-16
2009,77.0
2010,2015-06-17
2011,75.0
2012,2015-06-18
2013,76.0
2014,2015-06-19
2015,78.0
2016,2015-06-20
2017,78.0
2018,2015-06-21
2019,80.0
2020,2015-06-22
2021,78.0
2022,2015-06-23
2023,79.0
2024,2015-06-24
2025,79.0
2026,2015-06-25
2027,77.0
2028,2015-06-26
2029,77.0
2030,2015-06-27
2031,81.0
2032,2015-06-29
2033,75.0
2034,2015-06-30
2035,72.0
2036,2016-06-01
2037,75.0
2038,2016-06-02
2039,75.0
2040,2016-06-03
2041,75.0
2042,2016-06-04
2043,75.0
2044,2016-06-05
2045,73.0
2046,2016-06-06
2047,78.0
2048,2016-06-07
2049,77.0
2050,2016-06-08
2051,80.0
2052,2016-06-09
2053,72.0
2054,2016-06-10
2055,78.0
2056,2016-06-11
2057,78.0
2058,2016-06-12
2059,77.0
2060,2016-06-13
2061,78.0
2062,2016-06-14
2063,79.0
2064,2016-06-15
2065,80.0
2066,2016-06-17
2067,76.0
2068,2016-06-18
2069,77.0
2070,2016-06-19
2071,79.0
2072,2016-06-20
2073,79.0
2074,2016-06-21
2075,77.0
2076,2016-06-22
2077,79.0
2078,2016-06-23
2079,80.0
2080,2016-06-24
2081,80.0
2082,2016-06-25
2083,77.0
2084,2016-06-26
2085,79.0
2086,2016-06-27
2087,81.0
2088,2016-06-28
2089,78.0
2090,2016-06-29
2091,80.0
2092,2016-06-30
2093,79.0
2094,2017-06-01
2095,79.0
2096,2017-06-02
2097,81.0
2098,2017-06-03
2099,79.0
2100,2017-06-04
2101,81.0
2102,2017-06-05
2103,78.0
2104,2017-06-06
2105,78.0
2106,2017-06-07
2107,78.0
2108,2017-06-08
2109,77.0
2110,2017-06-09
2111,78.0
2112,2017-06-10
2113,75.0
2114,2017-06-11
2115,81.0
2116,2017-06-12
2117,80.0
2118,2017-06-13
2119,77.0
2120,2017-06-14
2121,80.0
2122,2017-06-15
2123,78.0
2124,2017-06-16
2125,80.0
2126,2017-06-17
2127,77.0
2128,2017-06-18
2129,78.0
2130,2017-06-19
2131,78.0
2132,2017-06-21
2133,80.0
2134,2017-06-22
2135,80.0
2136,2017-06-23
2137,79.0
2138,2017-06-24
2139,82.0
2140,2017-06-25
2141,80.0
2142,2017-06-26
2143,81.0
2144,2017-06-27
2145,81.0
2146,2017-06-28
2147,79.0
2148,2017-06-29
2149,78.0
2150,2017-06-30
2151,75.0
2152,2010-06-01
2153,71.0
2154,2010-06-02
2155,71.0
2156,2010-06-03
2157,72.0
2158,2010-06-04
2159,72.0
2160,2010-06-05
2161,76.0
2162,2010-06-06
2163,77.0
2164,2010-06-07
2165,71.0
2166,2010-06-08
2167,73.0
2168,2010-06-09
2169,73.0
2170,2010-06-10
2171,75.0
2172,2010-06-11
2173,81.0
2174,2010-06-12
2175,74.0
2176,2010-06-13
2177,77.0
2178,2010-06-14
2179,70.0
2180,2010-06-15
2181,69.0
2182,2010-06-16
2183,70.0
2184,2010-06-17
2185,72.0
2186,2010-06-18
2187,71.0
2188,2010-06-19
2189,77.0
2190,2010-06-20
2191,76.0
2192,2010-06-21
2193,74.0
2194,2010-06-22
2195,74.0
2196,2010-06-23
2197,74.0
2198,2010-06-24
2199,74.0
2200,2010-06-25
2201,71.0
2202,2010-06-26
2203,80.0
2204,2010-06-27
2205,77.0
2206,2010-06-28
2207,72.0
2208,2010-06-29
2209,72.0
2210,2010-06-30
2211,73.0
2212,2011-06-01
2213,72.0
2214,2011-06-02
2215,73.0
2216,2011-06-03
2217,73.0
2218,2011-06-08
2219,77.0
2220,2011-06-09
2221,76.0
2222,2011-06-10
2223,79.0
2224,2011-06-11
2225,78.0
2226,2011-06-12
2227,82.0
2228,2011-06-13
2229,79.0
2230,2011-06-14
2231,76.0
2232,2011-06-15
2233,74.0
2234,2011-06-16
2235,74.0
2236,2011-06-17
2237,73.0
2238,2011-06-18
2239,79.0
2240,2011-06-19
2241,77.0
2242,2011-06-20
2243,73.0
2244,2011-06-21
2245,72.0
2246,2011-06-22
2247,72.0
2248,2011-06-23
2249,73.0
2250,2011-06-24
2251,74.0
2252,2011-06-25
2253,77.0
2254,2011-06-26
2255,73.0
2256,2011-06-27
2257,73.0
2258,2011-06-28
2259,72.0
2260,2011-06-29
2261,72.0
2262,2011-06-30
2263,67.0
2264,2012-06-01
2265,71.0
2266,2012-06-02
2267,73.0
2268,2012-06-03
2269,78.0
2270,2012-06-04
2271,71.0
2272,2012-06-05
2273,72.0
2274,2012-06-06
2275,70.0
2276,2012-06-07
2277,72.0
2278,2012-06-08
2279,73.0
2280,2012-06-09
2281,74.0
2282,2012-06-10
2283,81.0
2284,2012-06-11
2285,72.0
2286,2012-06-12
2287,77.0
2288,2012-06-13
2289,69.0
2290,2012-06-14
2291,69.0
2292,2012-06-15
2293,69.0
2294,2012-06-16
2295,78.0
2296,2012-06-17
2297,78.0
2298,2012-06-18
2299,73.0
2300,2012-06-19
2301,72.0
2302,2012-06-20
2303,71.0
2304,2012-06-21
2305,72.0
2306,2012-06-22
2307,72.0
2308,2012-06-23
2309,73.0
2310,2012-06-24
2311,71.0
2312,2012-06-25
2313,70.0
2314,2012-06-26
2315,71.0
2316,2012-06-27
2317,68.0
2318,2012-06-28
2319,72.0
2320,2012-06-29
2321,71.0
2322,2012-06-30
2323,78.0
2324,2013-06-01
2325,81.0
2326,2013-06-02
2327,74.0
2328,2013-06-03
2329,74.0
2330,2013-06-04
2331,73.0
2332,2013-06-05
2333,73.0
2334,2013-06-06
2335,72.0
2336,2013-06-07
2337,73.0
2338,2013-06-08
2339,77.0
2340,2013-06-09
2341,73.0
2342,2013-06-10
2343,73.0
2344,2013-06-11
2345,75.0
2346,2013-06-12
2347,72.0
2348,2013-06-13
2349,72.0
2350,2013-06-14
2351,73.0
2352,2013-06-15
2353,73.0
2354,2013-06-16
2355,75.0
2356,2013-06-17
2357,72.0
2358,2013-06-18
2359,73.0
2360,2013-06-19
2361,70.0
2362,2013-06-20
2363,69.0
2364,2013-06-21
2365,68.0
2366,2013-06-22
2367,75.0
2368,2013-06-23
2369,74.0
2370,2013-06-24
2371,73.0
2372,2013-06-25
2373,70.0
2374,2013-06-26
2375,70.0
2376,2013-06-27
2377,71.0
2378,2013-06-28
2379,70.0
2380,2013-06-29
2381,70.0
2382,2013-06-30
2383,75.0
2384,2014-06-01
2385,74.0
2386,2014-06-02
2387,72.0
2388,2014-06-03
2389,74.0
2390,2014-06-04
2391,73.0
2392,2014-06-05
2393,73.0
2394,2014-06-06
2395,70.0
2396,2014-06-07
2397,73.0
2398,2014-06-08
2399,75.0
2400,2014-06-09
2401,73.0
2402,2014-06-10
2403,69.0
2404,2014-06-11
2405,80.0
2406,2014-06-12
2407,73.0
2408,2014-06-13
2409,72.0
2410,2014-06-14
2411,80.0
2412,2014-06-15
2413,80.0
2414,2014-06-16
2415,69.0
2416,2014-06-17
2417,70.0
2418,2014-06-18
2419,69.0
2420,2014-06-19
2421,72.0
2422,2014-06-20
2423,68.0
2424,2014-06-21
2425,74.0
2426,2014-06-22
2427,75.0
2428,2014-06-23
2429,70.0
2430,2014-06-24
2431,70.0
2432,2014-06-25
2433,72.0
2434,2014-06-26
2435,71.0
2436,2014-06-27
2437,70.0
2438,2014-06-28
2439,77.0
2440,2014-06-29
2441,73.0
2442,2014-06-30
2443,71.0
2444,2015-06-01
2445,76.0
2446,2015-06-02
2447,68.0
2448,2015-06-03
2449,71.0
2450,2015-06-04
2451,70.0
2452,2015-06-05
2453,68.0
2454,2015-06-06
2455,79.0
2456,2015-06-07
2457,75.0
2458,2015-06-08
2459,71.0
2460,2015-06-09
2461,69.0
2462,2015-06-10
2463,71.0
2464,2015-06-11
2465,72.0
2466,2015-06-12
2467,69.0
2468,2015-06-13
2469,72.0
2470,2015-06-14
2471,75.0
2472,2015-06-15
2473,71.0
2474,2015-06-16
2475,72.0
2476,2015-06-17
2477,70.0
2478,2015-06-18
2479,71.0
2480,2015-06-19
2481,72.0
2482,2015-06-20
2483,75.0
2484,2015-06-21
2485,75.0
2486,2015-06-22
2487,71.0
2488,2015-06-23
2489,73.0
2490,2015-06-24
2491,71.0
2492,2015-06-25
2493,71.0
2494,2015-06-26
2495,74.0
2496,2015-06-27
2497,74.0
2498,2015-06-28
2499,78.0
2500,2015-06-29
2501,72.0
2502,2015-06-30
2503,69.0
2504,2016-06-01
2505,69.0
2506,2016-06-02
2507,67.0
2508,2016-06-03
2509,68.0
2510,2016-06-04
2511,65.0
2512,2016-06-05
2513,70.0
2514,2016-06-06
2515,72.0
2516,2016-06-07
2517,74.0
2518,2016-06-08
2519,73.0
2520,2016-06-09
2521,71.0
2522,2016-06-10
2523,75.0
2524,2016-06-11
2525,72.0
2526,2016-06-12
2527,75.0
2528,2016-06-13
2529,76.0
2530,2016-06-14
2531,75.0
2532,2016-06-15
2533,76.0
2534,2016-06-16
2535,75.0
2536,2016-06-17
2537,71.0
2538,2016-06-18
2539,75.0
2540,2016-06-19
2541,75.0
2542,2016-06-20
2543,72.0
2544,2016-06-21
2545,72.0
2546,2016-06-22
2547,75.0
2548,2016-06-23
2549,73.0
2550,2016-06-24
2551,76.0
2552,2016-06-25
2553,74.0
2554,2016-06-26
2555,77.0
2556,2016-06-27
2557,72.0
2558,2016-06-28
2559,71.0
2560,2016-06-29
2561,76.0
2562,2016-06-30
2563,77.0
2564,2017-06-01
2565,80.0
2566,2017-06-02
2567,76.0
2568,2017-06-03
2569,76.0
2570,2017-06-04
2571,77.0
2572,2017-06-05
2573,75.0
2574,2017-06-06
2575,75.0
2576,2017-06-07
2577,75.0
2578,2017-06-08
2579,75.0
2580,2017-06-09
2581,72.0
2582,2017-06-10
2583,74.0
2584,2017-06-11
2585,74.0
2586,2017-06-12
2587,74.0
2588,2017-06-13
2589,76.0
2590,2017-06-14
2591,74.0
2592,2017-06-15
2593,75.0
2594,2017-06-16
2595,73.0
2596,2017-06-17
2597,79.0
2598,2017-06-18
2599,75.0
2600,2017-06-19
2601,72.0
2602,2017-06-20
2603,72.0
2604,2017-06-21
2605,74.0
2606,2017-06-22
2607,72.0
2608,2017-06-23
2609,72.0
2610,2017-06-24
2611,77.0
2612,2017-06-25
2613,71.0
2614,2017-06-26
2615,73.0
2616,2017-06-27
2617,76.0
2618,2017-06-28
2619,77.0
2620,2017-06-29
2621,76.0
2622,2017-06-30
2623,76.0
2624,2010-06-01
2625,74.0
2626,2010-06-02
2627,76.0
2628,2010-06-03
2629,78.0
2630,2010-06-04
2631,74.0
2632,2010-06-05
2633,79.0
2634,2010-06-06
2635,79.0
2636,2010-06-07
2637,69.0
2638,2010-06-08
2639,77.0
2640,2010-06-09
2641,80.0
2642,2010-06-10
2643,75.0
2644,2010-06-11
2645,75.0
2646,2010-06-12
2647,78.0
2648,2010-06-14
2649,71.0
2650,2010-06-15
2651,76.0
2652,2010-06-16
2653,74.0
2654,2010-06-17
2655,78.0
2656,2010-06-18
2657,72.0
2658,2010-06-19
2659,78.0
2660,2010-06-20
2661,85.0
2662,2010-06-21
2663,77.0
2664,2010-06-22
2665,76.0
2666,2010-06-23
2667,76.0
2668,2010-06-24
2669,75.0
2670,2010-06-25
2671,71.0
2672,2010-06-26
2673,70.0
2674,2010-06-27
2675,80.0
2676,2010-06-28
2677,77.0
2678,2010-06-29
2679,70.0
2680,2010-06-30
2681,73.0
2682,2011-06-01
2683,73.0
2684,2011-06-02
2685,76.0
2686,2011-06-03
2687,70.0
2688,2011-06-04
2689,71.0
2690,2011-06-05
2691,80.0
2692,2011-06-06
2693,70.0
2694,2011-06-07
2695,68.0
2696,2011-06-08
2697,74.0
2698,2011-06-09
2699,75.0
2700,2011-06-10
2701,75.0
2702,2011-06-11
2703,78.0
2704,2011-06-12
2705,76.0
2706,2011-06-13
2707,69.0
2708,2011-06-14
2709,73.0
2710,2011-06-15
2711,76.0
2712,2011-06-16
2713,72.0
2714,2011-06-17
2715,72.0
2716,2011-06-18
2717,80.0
2718,2011-06-19
2719,76.0
2720,2011-06-20
2721,71.0
2722,2011-06-21
2723,68.0
2724,2011-06-22
2725,71.0
2726,2011-06-23
2727,72.0
2728,2011-06-24
2729,75.0
2730,2011-06-25
2731,80.0
2732,2011-06-26
2733,75.0
2734,2011-06-27
2735,74.0
2736,2011-06-28
2737,74.0
2738,2011-06-29
2739,69.0
2740,2011-06-30
2741,70.0
2742,2012-06-01
2743,73.0
2744,2012-06-02
2745,76.0
2746,2012-06-03
2747,76.0
2748,2012-06-04
2749,74.0
2750,2012-06-05
2751,71.0
2752,2012-06-06
2753,72.0
2754,2012-06-07
2755,73.0
2756,2012-06-08
2757,77.0
2758,2012-06-09
2759,77.0
2760,2012-06-10
2761,77.0
2762,2012-06-11
2763,79.0
2764,2012-06-12
2765,77.0
2766,2012-06-13
2767,77.0
2768,2012-06-14
2769,78.0
2770,2012-06-16
2771,78.0
2772,2012-06-17
2773,81.0
2774,2012-06-18
2775,76.0
2776,2012-06-19
2777,74.0
2778,2012-06-20
2779,71.0
2780,2012-06-21
2781,78.0
2782,2012-06-22
2783,71.0
2784,2012-06-23
2785,76.0
2786,2012-06-24
2787,81.0
2788,2012-06-25
2789,73.0
2790,2012-06-26
2791,72.0
2792,2012-06-27
2793,72.0
2794,2012-06-28
2795,74.0
2796,2012-06-29
2797,72.0
2798,2012-06-30
2799,79.0
2800,2013-06-01
2801,80.0
2802,2013-06-02
2803,81.0
2804,2013-06-03
2805,75.0
2806,2013-06-04
2807,80.0
2808,2013-06-05
2809,73.0
2810,2013-06-06
2811,74.0
2812,2013-06-07
2813,73.0
2814,2013-06-08
2815,81.0
2816,2013-06-09
2817,79.0
2818,2013-06-10
2819,78.0
2820,2013-06-11
2821,74.0
2822,2013-06-12
2823,74.0
2824,2013-06-13
2825,73.0
2826,2013-06-14
2827,73.0
2828,2013-06-15
2829,77.0
2830,2013-06-16
2831,77.0
2832,2013-06-17
2833,74.0
2834,2013-06-18
2835,73.0
2836,2013-06-19
2837,70.0
2838,2013-06-20
2839,69.0
2840,2013-06-21
2841,72.0
2842,2013-06-22
2843,79.0
2844,2013-06-23
2845,77.0
2846,2013-06-24
2847,70.0
2848,2013-06-25
2849,71.0
2850,2013-06-26
2851,67.0
2852,2013-06-27
2853,66.0
2854,2013-06-28
2855,78.0
2856,2013-06-29
2857,80.0
2858,2013-06-30
2859,80.0
2860,2014-06-01
2861,79.0
2862,2014-06-02
2863,68.0
2864,2014-06-03
2865,67.0
2866,2014-06-04
2867,71.0
2868,2014-06-06
2869,72.0
2870,2014-06-07
2871,79.0
2872,2014-06-08
2873,80.0
2874,2014-06-09
2875,72.0
2876,2014-06-10
2877,68.0
2878,2014-06-11
2879,84.0
2880,2014-06-12
2881,82.0
2882,2014-06-13
2883,79.0
2884,2014-06-14
2885,78.0
2886,2014-06-15
2887,81.0
2888,2014-06-16
2889,77.0
2890,2014-06-17
2891,71.0
2892,2014-06-18
2893,69.0
2894,2014-06-19
2895,73.0
2896,2014-06-20
2897,68.0
2898,2014-06-21
2899,75.0
2900,2014-06-22
2901,79.0
2902,2014-06-23
2903,70.0
2904,2014-06-24
2905,70.0
2906,2014-06-25
2907,73.0
2908,2014-06-26
2909,71.0
2910,2014-06-27
2911,68.0
2912,2014-06-29
2913,78.0
2914,2014-06-30
2915,69.0
2916,2015-06-01
2917,70.0
2918,2015-06-02
2919,67.0
2920,2015-06-03
2921,68.0
2922,2015-06-04
2923,68.0
2924,2015-06-05
2925,71.0
2926,2015-06-08
2927,74.0
2928,2015-06-09
2929,69.0
2930,2015-06-11
2931,69.0
2932,2015-06-12
2933,66.0
2934,2015-06-15
2935,67.0
2936,2015-06-16
2937,69.0
2938,2015-06-17
2939,72.0
2940,2015-06-18
2941,72.0
2942,2015-06-19
2943,72.0
2944,2015-06-22
2945,70.0
2946,2015-06-23
2947,75.0
2948,2015-06-24
2949,73.0
2950,2015-06-25
2951,70.0
2952,2015-06-26
2953,71.0
2954,2010-06-01
2955,70.0
2956,2010-06-02
2957,78.0
2958,2010-06-03
2959,73.0
2960,2010-06-04
2961,68.0
2962,2010-06-05
2963,79.0
2964,2010-06-06
2965,74.0
2966,2010-06-07
2967,75.0
2968,2010-06-08
2969,71.0
2970,2010-06-09
2971,75.0
2972,2010-06-14
2973,76.0
2974,2010-06-16
2975,73.0
2976,2010-06-17
2977,73.0
2978,2010-06-19
2979,74.0
2980,2010-06-22
2981,72.0
2982,2010-06-23
2983,72.0
2984,2010-06-24
2985,72.0
2986,2010-06-25
2987,70.0
2988,2010-06-26
2989,69.0
2990,2010-06-27
2991,73.0
2992,2010-06-28
2993,71.0
2994,2010-06-29
2995,73.0
2996,2010-06-30
2997,72.0
2998,2011-06-01
2999,69.0
3000,2011-06-02
3001,72.0
3002,2011-06-03
3003,66.0
3004,2011-06-04
3005,67.0
3006,2011-06-05
3007,71.0
3008,2011-06-06
3009,71.0
3010,2011-06-07
3011,72.0
3012,2011-06-08
3013,72.0
3014,2011-06-09
3015,71.0
3016,2011-06-10
3017,71.0
3018,2011-06-11
3019,71.0
3020,2011-06-12
3021,69.0
3022,2011-06-13
3023,68.0
3024,2011-06-14
3025,71.0
3026,2011-06-15
3027,73.0
3028,2011-06-16
3029,72.0
3030,2011-06-17
3031,74.0
3032,2011-06-18
3033,70.0
3034,2011-06-19
3035,72.0
3036,2011-06-20
3037,71.0
3038,2011-06-21
3039,71.0
3040,2011-06-22
3041,70.0
3042,2011-06-23
3043,70.0
3044,2011-06-24
3045,69.0
3046,2011-06-25
3047,74.0
3048,2011-06-26
3049,69.0
3050,2011-06-27
3051,72.0
3052,2011-06-28
3053,70.0
3054,2011-06-29
3055,72.0
3056,2011-06-30
3057,72.0
3058,2012-06-01
3059,69.0
3060,2012-06-02
3061,73.0
3062,2012-06-03
3063,71.0
3064,2012-06-04
3065,72.0
3066,2012-06-05
3067,71.0
3068,2012-06-06
3069,72.0
3070,2012-06-07
3071,71.0
3072,2012-06-08
3073,74.0
3074,2012-06-09
3075,74.0
3076,2012-06-10
3077,75.0
3078,2012-06-11
3079,69.0
3080,2012-06-12
3081,75.0
3082,2012-06-13
3083,70.0
3084,2012-06-14
3085,73.0
3086,2012-06-15
3087,72.0
3088,2012-06-16
3089,70.0
3090,2012-06-17
3091,73.0
3092,2012-06-18
3093,71.0
3094,2012-06-19
3095,70.0
3096,2012-06-20
3097,69.0
3098,2012-06-21
3099,71.0
3100,2012-06-23
3101,68.0
3102,2012-06-24
3103,68.0
3104,2012-06-25
3105,68.0
3106,2012-06-26
3107,69.0
3108,2012-06-27
3109,69.0
3110,2012-06-28
3111,69.0
3112,2012-06-29
3113,71.0
3114,2013-06-01
3115,78.0
3116,2013-06-02
3117,72.0
3118,2013-06-03
3119,73.0
3120,2013-06-04
3121,71.0
3122,2013-06-05
3123,72.0
3124,2013-06-06
3125,72.0
3126,2013-06-07
3127,71.0
3128,2013-06-08
3129,74.0
3130,2013-06-09
3131,71.0
3132,2013-06-10
3133,72.0
3134,2013-06-11
3135,72.0
3136,2013-06-12
3137,74.0
3138,2013-06-13
3139,72.0
3140,2013-06-14
3141,69.0
3142,2013-06-15
3143,70.0
3144,2013-06-16
3145,76.0
3146,2013-06-17
3147,70.0
3148,2013-06-18
3149,71.0
3150,2013-06-19
3151,73.0
3152,2013-06-20
3153,68.0
3154,2013-06-21
3155,68.0
3156,2013-06-22
3157,69.0
3158,2013-06-23
3159,70.0
3160,2013-06-24
3161,69.0
3162,2013-06-25
3163,69.0
3164,2013-06-26
3165,70.0
3166,2013-06-27
3167,71.0
3168,2013-06-28
3169,70.0
3170,2013-06-29
3171,67.0
3172,2013-06-30
3173,72.0
3174,2014-06-01
3175,72.0
3176,2014-06-02
3177,75.0
3178,2014-06-03
3179,73.0
3180,2014-06-04
3181,73.0
3182,2014-06-05
3183,72.0
3184,2014-06-06
3185,71.0
3186,2014-06-07
3187,77.0
3188,2014-06-08
3189,73.0
3190,2014-06-09
3191,70.0
3192,2014-06-10
3193,70.0
3194,2014-06-11
3195,76.0
3196,2014-06-12
3197,72.0
3198,2014-06-13
3199,73.0
3200,2014-06-14
3201,77.0
3202,2014-06-15
3203,73.0
3204,2014-06-16
3205,70.0
3206,2014-06-17
3207,68.0
3208,2014-06-18
3209,69.0
3210,2014-06-19
3211,70.0
3212,2014-06-20
3213,70.0
3214,2014-06-21
3215,73.0
3216,2014-06-22
3217,70.0
3218,2014-06-23
3219,69.0
3220,2014-06-24
3221,71.0
3222,2014-06-25
3223,70.0
3224,2014-06-26
3225,70.0
3226,2014-06-27
3227,72.0
3228,2014-06-28
3229,71.0
3230,2014-06-29
3231,70.0
3232,2015-06-01
3233,69.0
3234,2015-06-02
3235,72.0
3236,2015-06-03
3237,72.0
3238,2015-06-04
3239,71.0
3240,2015-06-05
3241,76.0
3242,2015-06-06
3243,71.0
3244,2015-06-07
3245,72.0
3246,2015-06-08
3247,70.0
3248,2015-06-09
3249,72.0
3250,2015-06-10
3251,72.0
3252,2015-06-12
3253,71.0
3254,2015-06-13
3255,72.0
3256,2015-06-14
3257,69.0
3258,2015-06-15
3259,70.0
3260,2015-06-16
3261,73.0
3262,2015-06-17
3263,70.0
3264,2015-06-18
3265,72.0
3266,2015-06-19
3267,72.0
3268,2015-06-20
3269,71.0
3270,2015-06-21
3271,73.0
3272,2015-06-22
3273,72.0
3274,2015-06-23
3275,73.0
3276,2015-06-24
3277,72.0
3278,2015-06-25
3279,71.0
3280,2015-06-26
3281,70.0
3282,2015-06-27
3283,75.0
3284,2015-06-28
3285,72.0
3286,2015-06-29
3287,70.0
3288,2015-06-30
3289,72.0
3290,2016-06-01
3291,70.0
3292,2016-06-02
3293,71.0
3294,2016-06-03
3295,70.0
3296,2016-06-05
3297,73.0
3298,2016-06-06
3299,72.0
3300,2016-06-07
3301,71.0
3302,2016-06-08
3303,71.0
3304,2016-06-09
3305,69.0
3306,2016-06-10
3307,70.0
3308,2016-06-11
3309,73.0
3310,2016-06-12
3311,75.0
3312,2016-06-13
3313,73.0
3314,2016-06-14
3315,72.0
3316,2016-06-15
3317,70.0
3318,2016-06-16
3319,70.0
3320,2016-06-17
3321,69.0
3322,2016-06-18
3323,73.0
3324,2016-06-19
3325,74.0
3326,2016-06-20
3327,72.0
3328,2016-06-21
3329,71.0
3330,2016-06-22
3331,73.0
3332,2016-06-23
3333,72.0
3334,2016-06-25
3335,73.0
3336,2016-06-26
3337,74.0
3338,2016-06-27
3339,72.0
3340,2016-06-28
3341,74.0
3342,2016-06-29
3343,72.0
3344,2017-06-01
3345,74.0
3346,2017-06-03
3347,74.0
3348,2017-06-04
3349,77.0
3350,2017-06-05
3351,74.0
3352,2017-06-06
3353,74.0
3354,2017-06-07
3355,79.0
3356,2017-06-08
3357,75.0
3358,2017-06-10
3359,72.0
3360,2017-06-11
3361,76.0
3362,2017-06-12
3363,74.0
3364,2017-06-13
3365,73.0
3366,2017-06-14
3367,74.0
3368,2017-06-15
3369,77.0
3370,2017-06-16
3371,74.0
3372,2017-06-17
3373,72.0
3374,2017-06-18
3375,77.0
3376,2017-06-19
3377,76.0
3378,2017-06-20
3379,74.0
3380,2017-06-21
3381,75.0
3382,2017-06-22
3383,76.0
3384,2017-06-23
3385,71.0
3386,2017-06-24
3387,73.0
3388,2017-06-25
3389,79.0
3390,2017-06-26
3391,79.0
3392,2017-06-27
3393,74.0
3394,2017-06-28
3395,74.0
3396,2017-06-29
3397,76.0
3398,2017-06-30
3399,75.0
